Judet;CIF Entitate Publica;Denumire Entitate Publica;Denumire UAT pe raza careia isi desfasoara activitatea;Adresa de corespondenta;CIF Ordonator  principal  de credite (1);Denumire ordonator  principal de credite (1);CIF Ordonator  principal  de credite (2);Denumire ordonator  principal de credite (2)
Alba;4681800;COLEGIUL ECONOMIC DIONISIE POP MARTIAN ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA OCTAVIAN GOGA, Numar 11, Bloc/Scara , Sector , Cod postal 510150;4562923;MUNICIPIUL ALBA IULIA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;4700309;LICEUL TEORETIC PETRU MAIOR;Orasul Ocna Mures;Alba, Orasul Ocna Mures, STRADA VADULUI, Numar 1, Bloc/Scara , Sector , Cod postal 515700;4563228;Orasul Ocna Mures;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;4765863;TRIBUNALUL ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, PIATA IULIU MANIU, Numar 24, Bloc/Scara , Sector , Cod postal 510111;4265841;MINISTERUL JUSTITIEI;;
Alba;4765880;COLEGIUL TEHNIC ION D LAZARESCU;Orasul Cugir;Alba, Orasul Cugir, STRADA VICTORIEI, Numar 9, Bloc/Scara , Sector , Cod postal 515600;5146873;ORAS CUGIR;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;4855087;CENTRUL SCOLAR DE EDUCATIE INCLUZIVA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA TUDOR VLADIMIRESCU, Numar 39, Bloc/Scara , Sector , Cod postal 510167;4562583;JUDETUL ALBA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;4905550;COMUNA AVRAM IANCU;Comuna Avram Iancu;Alba, Comuna Avram Iancu, STRADA Avram Iancu, Numar 169, Bloc/Scara , Sector , Cod postal 517065;;;;
Alba;4905584;LICEUL HOREA CLOSCA SI CRISAN ABRUD;Orasul Abrud;Alba, Orasul Abrud, STRADA REPUBLICII, Numar 18, Bloc/Scara , Sector , Cod postal 515100;4905592;Oras Abrud;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;4905592;ORAS ABRUD;Orasul Abrud;Alba, Orasul Abrud, PIATA Piata Eroilor, Numar 1, Bloc/Scara , Sector , Cod postal 515100;;;;
Alba;4934601;COMUNA POSAGA;Comuna Posaga;Alba, Comuna Posaga, Sat POSAGA, Numar 186, Bloc/Scara , Sector , Cod postal 517575;;;;
Alba;4934610;COMUNA JIDVEI;Comuna Jidvei;Alba, Comuna Jidvei, STRADA Perilor, Numar 15, Bloc/Scara , Sector , Cod postal 517385;;;;
Alba;4934636;LICEUL DR.LAZAR CHIRILA BAIA DE ARIES;Comuna Baia de Aries;Alba, Comuna Baia de Aries, STRADA 22 DECEMBRIE, Numar 41, Bloc/Scara , Sector , Cod postal 515300;4561898;PRIMARIA BAIA DE ARIES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;4934679;SPITALUL MUNICIPAL BLAJ;Municipiul Blaj;Alba, Municipiul Blaj, STRADA POET ANDREI MURESANU, Numar 16, Bloc/Scara , Sector , Cod postal 515400;4563007;MUNICIPIUL BLAJ;;
Alba;5146873;ORAS CUGIR;Orasul Cugir;Alba, Orasul Cugir, STRADA I.L. CARAGIALE, Numar 1, Bloc/Scara , Sector , Cod postal 515600;;;;
Alba;5253330;BIBLIOTECA  JUDETEANA LUCIAN BLAGA ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA TRANDAFIRILOR, Numar 22, Bloc/Scara , Sector , Cod postal 510113;4562583;JUDETUL ALBA;;
Alba;5504718;LICEUL DE ARTE   Regina Maria  Alba Iulia;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA Calarasilor, Numar 2, Bloc/Scara , Sector , Cod postal 510086;4562923;MUNICIPIUL ALBA  IULIA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;5531224;AGENTIA PENTRU PROTECTIA MEDIULUI;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA Lalelelor, Numar 7B, Bloc/Scara , Sector , Cod postal 510217;16335444;M.M.S.C;;
Alba;5665935;UNIVERSITATEA 1 DECEMBRIE 1918 DIN ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA GABRIEL BETHLEN, Numar 5, Bloc/Scara , Sector , Cod postal 510009;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Alba;5696206;INSPECTORATUL TERITORIAL PENTRU CALITATEA SEMINTELOR SI MATERIALULUI SADITOR ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA Calea Motilor, Numar 110, Bloc/Scara , Sector , Cod postal 510128;4221187;Ministerul Agricuturii si Dezvoltarii Rurale;;
Alba;5823920;DIRECTIA SANITARA VETERINARA SI PT. SIGURANTA ALIMENTELOR;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA LALELELOR, Numar 7A, Bloc/Scara , Sector , Cod postal 510217;16277408;AUTORITATEA  SANITARA  VETERINARA SI PT. SIGURANTA  ALIMENTELOR;;
Alba;6136290;LICEUL TEHNOLGIC OCNA MURES;Orasul Ocna Mures;Alba, Orasul Ocna Mures, COLONIE COLONIA PESTE MURES, Numar 9, Bloc/Scara , Sector , Cod postal 515700;4563228;ORAS OCNA MURES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;6565659;OFICIUL DE STUDII PEDOLOGICE SI AGROCHIMICE ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA , Numar 110, Bloc/Scara , Sector , Cod postal 510128;4221187;MINISTERUL AGRICULTURII SI DEZVOLTARII RURALR;;
Alba;6576640;DIRECTIA DE ASISTENTA SOCIALA ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA BUCOVINEI, Numar 3, Bloc/Scara , Sector , Cod postal 510085;4562923;PRIMARIA MUNICIPIULUI ALBA IULIA;;
Alba;7422967;SERVICIUL DE AMBULANTA JUDETEAN ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA CAL. MOTILOR, Numar 83, Bloc/Scara , Sector , Cod postal 510128;4266456;MINISTERUL SANATATII;;
Alba;7745852;SEMINARUL TEOLOGIC ORTODOX SFANTUL SIMION STEFAN;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, BULEVARD TRANSILVANIEI, Numar 36A, Bloc/Scara , Sector , Cod postal 510077;4562923;MUNICIPIUL ALBA IULIA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;7796350;LICEUL TEHNOLOGIC SEBES;Municipiul Sebes;Alba, Municipiul Sebes, STRADA DORIN PAVEL, Numar 2, Bloc/Scara , Sector , Cod postal 515800;4331201;PRIMARIA MUNICIPIULUI SEBES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;8650262;CENTRUL CULTURAL LUCIAN BLAGA;Municipiul Sebes;Alba, Municipiul Sebes, BULEVARD Lucian Blaga, Numar 43, Bloc/Scara , Sector , Cod postal 515800;4331201;Municipiul Sebes;;
Alba;9054586;LICEUL TEHNOLOGIC AIUD;Municipiul Aiud;Alba, Municipiul Aiud, STRADA Ion Creanga, Numar 14, Bloc/Scara , Sector , Cod postal 515200;4613636;MUNICIPIUL AIUD;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;9266163;Directia Generala de Asistenta Sociala si Protectia Copilului;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, BULEVARD 1 Decembrie 1918, Numar 68, Bloc/Scara , Sector , Cod postal 510207;4562583;Judetul Alba;;
Alba;9431570;LICEUL TEOLOGIC ROMANO-CATOLIC GROF MAJLATH GUSZTAV KAROLY;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA PACII, Numar 4, Bloc/Scara , Sector , Cod postal 510009;13729380;MINISTERUL EDUCATIEI NATIONALE;4562923;MUNICIPIUL ALBA IULIA
Alba;9725118;OFICIUL DE CADASTRU SI PUBLICITATE IMOBILIARA ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA SEPTIMIUS SEVERUS, Numar 59, Bloc/Scara , Sector , Cod postal 510129;26369185;MINISTERUL LUCRARILOR PUBLICE DEZVOLTARII SI ADMINISTRATIEI;;
Alba;9778945;CAMINUL PENTRU PERSOANE VARSTNICE ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA LALELELOR, Numar 60, Bloc/Scara , Sector , Cod postal 510041;4562923;MUNICIPIUL ALBA IULIA;;
Alba;10478976;Liceul Tehnologic Jidvei;Comuna Jidvei;Alba, Comuna Jidvei, STRADA Perilor, Numar 19, Bloc/Scara , Sector , Cod postal 517385;4934610;Comuna Jidvei;13729380;Ministerul Educatiei Nationale
Alba;11333523;AGENTIA JUDETEANA PENTRU OCUPAREA FORTEI DE MUNCA ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA NICOLAE TITULESCU, Numar 10B, Bloc/Scara COLUMNA, Sector , Cod postal 510096;4266669;Ministerul Muncii si Protectiei Sociale;;
Alba;11873604;UNITATEA MILITARA 02539;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, BULEVARD REVOLUTIEI 1989, Numar 25 A, Bloc/Scara , Sector , Cod postal 510077;11424532;MINISTERUL APARARII NATIONALE;;
Alba;12308838;INSPECTORATUL TERITORIAL DE MUNCA ALBA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA FREDERIK MISTRAL, Numar 7, Bloc/Scara , Sector , Cod postal 510110;4266669;Ministerul Muncii Familiei Protectie Sociale si Persoanelor Varstnice;;
Alba;12633715;SCOALA GIMNAZIALA ION AGARBICEANU ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA VASILE GOLDIS, Numar 10A, Bloc/Scara , Sector , Cod postal 510007;13729380;MINISTERUL EDUCATIEI NATIONALE;4562923;MUNICIPIUL ALBA IULIA
Alba;12672013;SCOALA GIMNAZIALA AVRAM IANCU ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA MOLDOVEI, Numar 2, Bloc/Scara , Sector , Cod postal 510144;4562923;MUNICIPIUL ALBA IULIA;13729380;MINISTERUL EDUCATIEIE SI CERCETARII
Alba;12795083;SCOALA GIMNAZIALA MIHAI EMINESCU ALBA IULIA;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA TOPORASILOR, Numar 19, Bloc/Scara , Sector , Cod postal 510081;13729380;MINISTERUL EDUCATIEI NATIONALE;4562923;MUNICIPIUL ALBA IULIA
Alba;12817386;SCOALA GIMNAZIALA VASILE GOLDIS;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA CALARASILOR, Numar 2, Bloc/Scara , Sector , Cod postal 510086;4562923;MUNICIPIUL ALBA IULIA;13729380;MINISTERUL EDUCATIEI SI CERCETARII
Alba;12817394;PALATUL COPIILOR;Municipiul Alba Iulia;Alba, Municipiul Alba Iulia, STRADA DECEBAL, Numar 23, Bloc/Scara , Sector , Cod postal 510093;13729380;MINISTERUL EDUCATIEI NATIONALE;;
Alba;12817424;SCOALA GIMNAZIALA ALMASU MARE;Comuna Almasu Mare;Alba, Comuna Almasu Mare, Sat ALMASU MARE, Numar 238, Bloc/Scara , Sector , Cod postal 517030;4562230;COMUNA ALMASU MARE;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12817440;SCOALA GIMNAZIALA OCOLIS;Comuna Ocolis;Alba, Comuna Ocolis, Sat ocolis, Numar 164, Bloc/Scara , Sector , Cod postal 517525;4561910;Comuna Ocolis;13729380;Ministerul Educatiei Nationale
Alba;12828180;SCOALA GIMNAZIALA IOSIF PERVAIN CUGIR;Orasul Cugir;Alba, Orasul Cugir, STRADA 21 DECEMBRIE 1989, Numar 157, Bloc/Scara , Sector , Cod postal 515600;13729380;MINISTERUL EDUCATIEI NATIONALE;5146873;ORAS CUGIR
Alba;12828202;SCOALA GIMNAZIALA NR.3 CUGIR;Orasul Cugir;Alba, Orasul Cugir, ALEE CONSTRUCTORULUI, Numar 1, Bloc/Scara , Sector , Cod postal 515600;5146873;ORAS CUGIR;13729380;MINISTERUL EDUCATIEI NATIONALE  SI CERCETARII STIINTIFICE
Alba;12828210;SCOALA GIMNAZIALA SINGIDAVA CUGIR;Orasul Cugir;Alba, Orasul Cugir, STRADA ALEXANDRU SAHIA, Numar 16, Bloc/Scara , Sector , Cod postal 515600;5146873;ORAS CUGIR;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12828229;SCOALA GIMNAZIALA IOSIF SARBU SIBOT;Comuna Sibot;Alba, Comuna Sibot, STRADA PRINCIPALA, Numar 151, Bloc/Scara , Sector , Cod postal 517750;4562354;COMUNA SIBOT;13729380;MINISTERUL EDUCATIEI NATIONALA
Alba;12828245;"SCOALA GIMNAZIALA ""NICOLAE DRAGAN"" GALDA DE JOS";Comuna Galda de Jos;Alba, Comuna Galda de Jos, STRADA Galda de Jos, Numar 247, Bloc/Scara , Sector , Cod postal 517285;4561928;COMUNA GALDA DE JOS;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12828253;SCOALA GIMNAZIALA INTREGALDE;Comuna Intregalde;Alba, Comuna Intregalde, STRADA Intregalde, Numar 6, Bloc/Scara , Sector , Cod postal 517365;4562524;COMUNA GALDA DE JOS;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12828261;SCOALA  GIMNAZIALA  STREMT;Comuna Stremt;Alba, Comuna Stremt, STRADA PRINCIPALA, Numar 97, Bloc/Scara , Sector , Cod postal 517745;4562184;COMUNA  STREMT;13729380;MINISTERUL  EDUCATIEI  NATIONALE
Alba;12828270;SCOALA GIMNAZIALA MIHAI EMINESCU IGHIU;Comuna Ighiu;Alba, Comuna Ighiu, STRADA IGHIU, Numar 32, Bloc/Scara , Sector , Cod postal 517360;13729380;MINISTERUL EDUCATIEI NATIONALE SI CERCETARII;4562397;Comuna Ighiu
Alba;12839660;SCOALA GIMNAZIALA OHABA;Comuna Ohaba;Alba, Comuna Ohaba, STRADA OHABA, Numar 300, Bloc/Scara , Sector , Cod postal 517530;4562400;COMUNA OHABA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12839678;SCOALA GIMNAZIALA IULIU MANIU VINTU DE JOS;Comuna Vintu De Jos;Alba, Comuna Vintu De Jos, STRADA MIHAI EMINESCU, Numar 12, Bloc/Scara , Sector , Cod postal 517875;4562443;COMUNA VINTU DE JOS;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12839686;SCOALA GIMNAZIALA DAVID PRODAN SALISTEA;Comuna Salistea;Alba, Comuna Salistea, STRADA SALISTEA, Numar 337, Bloc/Scara , Sector , Cod postal 517655;4562001;COMUNA SALISTEA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12839694;SCOALA GIMNAZIALA POSAGA DE JOS;Comuna Posaga;Alba, Comuna Posaga, STRADA Posaga de Jos, Numar , Bloc/Scara , Sector , Cod postal 517581;4934601;COMUNA POSAGA;13729380;MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE
Alba;12839708;SCOALA GIMNAZIALA DR.PETRU SPAN LUPSA;Comuna Lupsa;Alba, Comuna Lupsa, STRADA LUPSA, Numar 5, Bloc/Scara , Sector , Cod postal 517410;4561901;COMUNA LUPSA;13729380;MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE
Alba;12839724;SCOALA GIMNAZIALA CILNIC;Comuna Calnic;Alba, Comuna Calnic, STRADA CILNIC, Numar 330, Bloc/Scara , Sector , Cod postal 517205;4561936;COMUNA CILNIC;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12839732;SCOALA GIMNAZIALA SIMION PANTEA SALCIUA;Comuna Salciua;Alba, Comuna Salciua, STRADA SALCIUA DE SUS, Numar 352, Bloc/Scara , Sector , Cod postal 517649;13729380;MINISTERUL EDUCATIEI NATIONALE;4613300;COMUNA  SALCIUA
Alba;12839740;SCOALA GIMNAZIALA NR.2 SEBES;Municipiul Sebes;Alba, Municipiul Sebes, STRADA PIATA LIBERTATII, Numar 1, Bloc/Scara , Sector , Cod postal 515800;4331201;MINICIPIUL SEBES;13729380;MINISTERUL EDUCATIE NATIONALE
Alba;12839759;SCOALA GIMNAZIALA PETRESTI;Municipiul Sebes;Alba, Municipiul Sebes, STRADA MIHAI VITEAZUL, Numar 3, Bloc/Scara , Sector , Cod postal 515800;4331201;MUNICIPIUL SEBES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12840958;SCOALA GIMNAZIALA DAIA ROMANA;Comuna Daia Romana;Alba, Comuna Daia Romana, STRADA DAIA ROMANA, Numar 649 A, Bloc/Scara , Sector , Cod postal 517270;4562206;COMUNA DAIA ROMANA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12840966;SCOALA GIMNAZIALA AXENTE SEVER AIUD;Municipiul Aiud;Alba, Municipiul Aiud, STRADA UNIRII, Numar 9, Bloc/Scara , Sector , Cod postal 515200;4613636;MUNICIPIUL AIUD;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12840974;SCOALA GIMNAZIALA PONOR;Comuna Ponor;Alba, Comuna Ponor, STRADA PONOR, Numar 83, Bloc/Scara , Sector , Cod postal 517565;4650197;COMUNA PONOR;13729380;MINISTERUL EDUCATIEI ,CERCETARII TINERETULUI SI SPORTULUI
Alba;12840982;SCOALA GIMNAZIALA RAMET;Comuna Ramet;Alba, Comuna Ramet, STRADA RAMET, Numar 7, Bloc/Scara , Sector , Cod postal 517590;4562389;COMUNA RAMET;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12840990;SC GIMNAZIALA ION BREAZU MIHALT;Comuna Mihalt;Alba, Comuna Mihalt, Sat , Numar 341, Bloc/Scara , Sector , Cod postal 517465;4562338;COMUNA MIHALT;13729380;MINISTERUL EDUCATIEI
Alba;12841015;SCOALA GIMNAZIALA HOPIRTA;Comuna Hopirta;Alba, Comuna Hopirta, STRADA HOPIRTA, Numar 22, Bloc/Scara , Sector , Cod postal 517335;4561987;COMUNA HOPIRTA;13729380;MEN
Alba;12841023;SCOALA GIMNAZIALA LOPADEA NOUA;Comuna Lopadea Noua;Alba, Comuna Lopadea Noua, STRADA LOPADEA NOUA, Numar 60, Bloc/Scara , Sector , Cod postal 517395;13729380;Min.Ed. Nationale;4561995;comuna Lopadea Noua
Alba;12848633;SCOALA GIMNAZIALA MIRASLAU;Comuna Miraslau;Alba, Comuna Miraslau,  MIRASLAU, Numar 29, Bloc/Scara , Sector , Cod postal 517470;4562214;COMUNA MIRASLAU;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12848641;SCOALA GIMNAZIALA LIVEZILE;Comuna Livezile;Alba, Comuna Livezile, STRADA LIVEZILE, Numar 186, Bloc/Scara , Sector , Cod postal 517390;4562117;COMUNA LIVEZILE;13729380;MINISTERUL EDUCATIEI  SI CERCETARII STIINTIFICE
Alba;12848676;SCOALA GIMNAZIALA DEMETRIU RADU  RADESTI;Comuna Radesti;Alba, Comuna Radesti,  RADESTI, Numar 22, Bloc/Scara , Sector , Cod postal 517585;4562281;COMUNA RADESTI;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12848706;SCOALA GIMNAZIALA SCARISOARA;Comuna Scarisoara;Alba, Comuna Scarisoara, STRADA SCARISOARA, Numar 194, Bloc/Scara , Sector , Cod postal 517680;4562451;COMUNA SCARISOARA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12848714;LICEUL THNOLOGIC DE TURISM SI ALIMENTATIE ARIESENI;Comuna Arieseni;Alba, Comuna Arieseni, STRADA ARIESENI, Numar 8, Bloc/Scara , Sector , Cod postal 517040;4562419;COMUNA ARIESENI;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12848722;SCOALA GIMNAZIALA EMIL RACOVITA GIRDA DE SUS;Comuna Garda de Sus;Alba, Comuna Garda de Sus, STRADA GIRDA DE SUS, Numar 50A, Bloc/Scara , Sector , Cod postal 517310;13729380;MINISTERUL EDUCATIEI NATIONALE;4562494;COMUNA GIRDA DE SUS
Alba;12848730;LICEUL TEHNOLOGIC TARA MOTILOR ALBAC;Comuna Albac;Alba, Comuna Albac, STRADA STRADA CLOSCA, Numar 5, Bloc/Scara -, Sector , Cod postal 517005;4562362;COMUNA ALBAC;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12857500;SCOALA GIMNAZIALA VADU MOTILOR;Comuna Vadu Motilor;Alba, Comuna Vadu Motilor, STRADA VADU MOTILOR, Numar 2, Bloc/Scara , Sector , Cod postal 517795;4562192;COMUNA VADU MOTILOR;13729380;MINISTERUL EDUCATIEI SI CERCETARII STIINTIFICE
Alba;12857518;SCOALA GIMNAZIALA CIUGUD;Comuna Ciugud;Alba, Comuna Ciugud, STRADA CIUGUD, Numar 127, Bloc/Scara , Sector , Cod postal 517240;13729380;MINISTERUL EDUCATIEI NATIONALE;4562516;COMUNA CIUGUD
Alba;12857526;SCOALA GIMNAZIALA ARON COTRUS  CERGAU MARE;Comuna Cergau;Alba, Comuna Cergau, Sat CERGAU, Numar 166, Bloc/Scara , Sector , Cod postal 517216;4562010;COMUNA CERGAU;13729380;M.E.N.T.S
Alba;12857534;SCOALA GIMNAZIALA ROSIA DE SECAS;Comuna Rosia de Secas;Alba, Comuna Rosia de Secas, Sat ROSIA DE SECAS, Numar 282, Bloc/Scara , Sector , Cod postal 517640;4562060;COMUNA ROSIA DE SECAS;13729380;M.E.N.T.S.
Alba;12857542;SCOALA GIMNAZIALA SIMION BARNUTIU;Municipiul Blaj;Alba, Municipiul Blaj, STRADA TIUR, Numar 213, Bloc/Scara , Sector , Cod postal 515407;4563007;MUNICIPIUL BLAJ;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12857569;SCOALA GIMNAZIALA AVRAM IANCU;Comuna Avram Iancu;Alba, Comuna Avram Iancu, STRADA AVRAM IANCU, Numar 27E, Bloc/Scara , Sector , Cod postal 517065;4905550;PRIMARIA AVRAM IANCU;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12857577;SCOALA GIMNAZIALA CIURULEASA;Comuna Ciuruleasa;Alba, Comuna Ciuruleasa, STRADA CIURULEASA, Numar 1A, Bloc/Scara , Sector , Cod postal 517250;4562311;COMUNA CIURULEASA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12857585;SCOALA GIMNAZIALA HOREA;Comuna Horea;Alba, Comuna Horea, STRADA HOREA, Numar 22, Bloc/Scara , Sector , Cod postal 517340;13729380;MINISTERUL EDUCATIEI NATIONALE;4562249;COMUNA HOREA
Alba;12857593;SCOALA GIMNAZIALA MOGOS;Comuna Mogos;Alba, Comuna Mogos, STRADA MOGOS, Numar 38B, Bloc/Scara , Sector , Cod postal 517480;4562460;COMUNA MOGOS;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864493;SCOALA GIMNAZIALA BERGHIN;Comuna Berghin;Alba, Comuna Berghin, STRADA BERGHIN, Numar 34, Bloc/Scara , Sector , Cod postal 517110;4562257;COMUNA BERGHIN;13729380;MINISTERUL EDUC. NATIONALE
Alba;12864507;SCOALA GIMNAZIALA SIMION BALINT ROSIA MONTANA;Comuna Rosia Montana;Alba, Comuna Rosia Montana, STRADA Rosia Montana, Numar 188, Bloc/Scara , Sector , Cod postal 517615;4562290;comuna Rosia Montana;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864515;Scoala Gimnaziala Stefan cel Mare Cetatea de Balta;Comuna Cetatea de Balta;Alba, Comuna Cetatea de Balta, Sat Cetatea de Balta, Numar 18, Bloc/Scara -, Sector , Cod postal 517235;13729380;Ministerul Educatiei Nationale;4562478;Comuna Cetatea de Balta
Alba;12864523;SCOALA GIMNAZIALA TOMA COCISIU;Municipiul Blaj;Alba, Municipiul Blaj, BULEVARD REPUBLICII, Numar 48, Bloc/Scara , Sector , Cod postal 515400;13729380;MINISTERUL EDUCATIEI SI CERCETARII;4563007;MUNICIPIUL BLAJ
Alba;12864566;SCOALA GIMNAZIALA PIANU DE SUS;Comuna Pianu;Alba, Comuna Pianu, STRADA Pianu de Sus, Numar 172, Bloc/Scara , Sector , Cod postal 517537;4561952;Comuna Pianu;13729380;Ministerul Educatiei Nationale
Alba;12864574;SCOALA GIMNAZIALA METES;Comuna Metes;Alba, Comuna Metes, STRADA METES, Numar 51, Bloc/Scara , Sector , Cod postal 517445;4562150;COMUNA METES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864582;SCOALA GIMNAZIALA SIMION LAZAR LUNCA MURESULUI;Comuna Lunca Muresului;Alba, Comuna Lunca Muresului, STRADA Lunca Muresului, Numar 241 A, Bloc/Scara , Sector , Cod postal 517405;4562435;COMUNA LUNCA MURESULUI;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864590;SCOALA GIMNAZIALA ION AGARBICEANU BUCIUM;Comuna Bucium;Alba, Comuna Bucium, Sat BUCIUM, Numar 34, Bloc/Scara , Sector , Cod postal 517165;4561979;COMUNA BUCIUM;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864604;SCOALA GIMNAZIALA FARAU;Comuna Farau;Alba, Comuna Farau, STRADA FARAU, Numar 274, Bloc/Scara , Sector , Cod postal 517280;4562486;COMUNA  FARAU;13729380;MINISTERUL EDUCATIEI  NATIONALE
Alba;12864612;SCOALA GIMNAZIALA IOAN DE HUNEDOARA SANTIMBRU;Comuna Santimbru;Alba, Comuna Santimbru, STRADA SANTIMBRU, Numar 102, Bloc/Scara , Sector , Cod postal 517675;4562095;COMUNA SANTIMBRU;13729380;MINISTRUL EDUCATIEI NATIONALE
Alba;12864639;SCOALA GIMNAZIALA LUCIAN BLAGA OCNA MURES;Orasul Ocna Mures;Alba, Orasul Ocna Mures, STRADA BRAZILOR, Numar 9, Bloc/Scara , Sector , Cod postal 515700;4563228;ORAS OCNA MURES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864647;SCOALA GIMNAZIALA NOSLAC;Comuna Noslac;Alba, Comuna Noslac, DRUM NOSLAC, Numar 1, Bloc/Scara , Sector , Cod postal 517515;4562370;COMUNA NOSLAC;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864680;SCOALA GIMNAZIALA MIHAIL KOGALNICEANU;Municipiul Sebes;Alba, Municipiul Sebes, STRADA MIHAIL KOGALNICEANU, Numar 114, Bloc/Scara , Sector , Cod postal 515800;4331201;MUNICIPIUL SEBES;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12864698;SCOALA GIMNAZIALA BLANDIANA;Comuna Blandiana;Alba, Comuna Blandiana, STRADA BLANDIANA, Numar 204A, Bloc/Scara , Sector , Cod postal 517160;4562303;COMUNA BLANDIANA;13729380;MINISTERUL EDUCATIEI NATIONALE
Alba;12877710;SCOALA  GIMNAZIALA  VIDRA;Comuna Vidra;Alba, Comuna Vidra, STRADA Lunca  Bisericii, Numar 34, Bloc/Scara , Sector , Cod postal 517825;4562320;COMUNA  VIDRA;13729380;MINISTERUL  EDUCATIEI  NATIONALE
Alba;12877728;SCOALA GIMNAZIALA PROF. UNIV. DR GHEORGHE BELEIU POIANA  VADULUI;Comuna Poiana Vadului;Alba, Comuna Poiana Vadului, STRADA POIANA VADULUI, Numar 28, Bloc/Scara , Sector , Cod postal 517545;4562222;COMUNA POIANA VADULUI;13729380;MINISTERUL EDUCATIEI SI CERCETARII STINTIFICE
Alba;12877736;SCOALA GIMNAZIALA CIMPENI;Orasul Cimpeni;Alba, Orasul Cimpeni, STRADA MOTILOR, Numar 29, Bloc/Scara , Sector , Cod postal 51500;4331112;ORAS CIMPENI;13729380;MINISTERUL EDUCATIEI NATIONALE
